loss,accuracy,val_loss,val_accuracy
3.7100865840911865,0.34188079833984375,3.1228010654449463,0.4443180561065674
2.8073971271514893,0.4604249596595764,2.562532424926758,0.47254678606987
2.127112865447998,0.5434265732765198,1.927613377571106,0.541205644607544
1.6182920932769775,0.6170449256896973,2.1981089115142822,0.46530866622924805
1.3018497228622437,0.6670371890068054,1.1129875183105469,0.7063385248184204
1.087194561958313,0.7049837112426758,1.291096568107605,0.6241340041160583
0.9515348672866821,0.7314273715019226,0.9738054871559143,0.7253645062446594
0.8559380769729614,0.7542004585266113,0.9104303121566772,0.737979531288147
0.7944779396057129,0.7698133587837219,0.7846404314041138,0.7707579135894775
0.744600236415863,0.7846766114234924,0.6682993769645691,0.8128425478935242
0.715410590171814,0.7925864458084106,0.6808555722236633,0.8003308773040771
0.6853077411651611,0.8026934862136841,0.6269999146461487,0.8238031268119812
0.6572369933128357,0.8130331635475159,0.71580570936203,0.7941267490386963
0.6351866126060486,0.820064127445221,0.5944732427597046,0.8443800806999207
0.6218987107276917,0.8259318470954895,1.0976077318191528,0.7400475740432739
0.6055929064750671,0.8314894437789917,0.6665564179420471,0.8134629130363464
0.593063235282898,0.8346947431564331,0.6135425567626953,0.8354875445365906
0.5806678533554077,0.8393734097480774,0.6475853323936462,0.8142901659011841
0.5686208605766296,0.8440003991127014,0.544208824634552,0.8609244227409363
0.5626286268234253,0.8477485179901123,0.5855115056037903,0.8436563014984131
0.5507209300994873,0.8521170616149902,0.5664857625961304,0.8551338911056519
0.5365940928459167,0.8581916093826294,0.4612515866756439,0.8860510587692261
0.5353412628173828,0.8591738343238831,0.474152147769928,0.8828456401824951
0.5298513174057007,0.8602595329284668,0.8842247724533081,0.7772722840309143
0.5169367790222168,0.8635165095329285,0.506650984287262,0.8709543943405151
0.5194101929664612,0.8645763397216797,0.48479875922203064,0.8825353980064392
0.5162439942359924,0.8657395243644714,0.4775856137275696,0.8815013766288757
0.5058999061584473,0.8705992102622986,0.5853716731071472,0.8422086834907532
0.5037029385566711,0.8717882633209229,0.547669529914856,0.852238655090332
0.4927167594432831,0.8753037452697754,0.45366978645324707,0.8950470685958862
0.4890458583831787,0.877811074256897,0.5136513113975525,0.8643366694450378
0.48082250356674194,0.879077672958374,0.4293138384819031,0.8989763259887695
0.47867000102996826,0.8791035413742065,0.5437151193618774,0.8663012981414795
0.4723386764526367,0.8802409172058105,0.43069615960121155,0.8961844444274902
0.46866971254348755,0.8841182589530945,0.5581154823303223,0.8747802972793579
0.4711357355117798,0.8826190233230591,0.4971575438976288,0.886981725692749
0.4669249951839447,0.8878922462463379,0.45058509707450867,0.8914279937744141
0.4605294167995453,0.8873494267463684,0.5180161595344543,0.8657842874526978
0.4602721929550171,0.8879181146621704,0.4989984929561615,0.8726088404655457
0.4544273912906647,0.8892363905906677,0.430727481842041,0.8992865085601807
0.4537452757358551,0.8894432187080383,0.45820391178131104,0.9008375406265259
0.4508040249347687,0.8920281529426575,0.4640696048736572,0.8932892084121704
0.44800978899002075,0.8932947516441345,0.3975268602371216,0.915107011795044
0.44125109910964966,0.8937600255012512,0.3958810567855835,0.9134525656700134
0.44363948702812195,0.8939409852027893,0.4585975408554077,0.893496036529541
0.4409950375556946,0.8953884840011597,0.5798646807670593,0.8653706908226013
0.43814530968666077,0.896060585975647,0.5229237079620361,0.8852238655090332
0.43501514196395874,0.8986196517944336,0.43331173062324524,0.8959776759147644
0.4293268620967865,0.8994985222816467,0.46378403902053833,0.8930824398994446
0.4286392331123352,0.8990591168403625,0.3968999981880188,0.9097301363945007
0.43098020553588867,0.8984128832817078,0.4433641731739044,0.8948402404785156
0.42669788002967834,0.8997570276260376,0.420608252286911,0.8986661434173584
0.42510801553726196,0.9020575881004333,0.48043614625930786,0.8827422261238098
0.42490777373313904,0.9036343693733215,0.43003952503204346,0.8977354764938354
0.4280764162540436,0.900739312171936,0.434766560792923,0.8956674337387085
0.4199886918067932,0.9019800424575806,0.3871040642261505,0.917485237121582
0.4204975664615631,0.9042030572891235,0.37413713335990906,0.9194499254226685
0.41117116808891296,0.9060383439064026,0.3895089626312256,0.917485237121582
0.4076373875141144,0.9076151847839355,0.3726342022418976,0.9193465113639832
0.4106535017490387,0.907589316368103,0.3722310960292816,0.9230689406394958
0.41773465275764465,0.905185341835022,0.39531221985816956,0.9149002432823181
0.40975505113601685,0.9087008237838745,0.36583131551742554,0.9225519299507141
0.40911608934402466,0.9088817834854126,0.3750667870044708,0.9186226725578308
0.40447500348091125,0.9097864627838135,0.39158350229263306,0.9180022478103638
0.3945656716823578,0.9119836688041687,0.3865775465965271,0.9141764044761658
0.4049300253391266,0.9083130955696106,0.36278197169303894,0.9239996075630188
0.4009821116924286,0.9097089171409607,0.37343674898147583,0.9211043119430542
0.3983170986175537,0.9110013842582703,0.39170607924461365,0.9146934151649475
0.39427414536476135,0.9118285775184631,0.37223827838897705,0.9235859513282776
0.39592504501342773,0.9111564755439758,0.3838254511356354,0.9178988933563232
0.39094558358192444,0.913741409778595,0.3689233064651489,0.920173704624176
0.385882705450058,0.9156542420387268,0.40883761644363403,0.908592700958252
0.3918794095516205,0.9135346412658691,0.3656139075756073,0.9246199727058411
0.3915570080280304,0.9121646285057068,0.3833085298538208,0.9165546298027039
0.3973385691642761,0.913870632648468,0.3673228919506073,0.9245166182518005
0.38917967677116394,0.9153699278831482,0.4025811553001404,0.9103505611419678
0.38936948776245117,0.9136897325515747,0.36673977971076965,0.9214145541191101
0.3896341025829315,0.9150596857070923,0.3623204827308655,0.9254472255706787
0.3862515687942505,0.9171276688575745,0.3562529385089874,0.9278254508972168
0.37977102398872375,0.9178255796432495,0.35408902168273926,0.9274118542671204
0.37724530696868896,0.917231023311615,0.38158929347991943,0.9197601079940796
0.37393876910209656,0.9193248152732849,0.3634986877441406,0.9264812469482422
0.3753768503665924,0.9180582165718079,0.4013839364051819,0.9106607437133789
0.3777250051498413,0.918937087059021,0.36886292695999146,0.9250336289405823
0.3756955564022064,0.9202295541763306,0.36289045214653015,0.9292730689048767
0.37208259105682373,0.9198418259620667,0.39582401514053345,0.9120049476623535
0.3754029870033264,0.9198935031890869,0.3588740825653076,0.9290663003921509
0.3652312457561493,0.9233055710792542,0.35247743129730225,0.9294798970222473
0.364378422498703,0.9230212569236755,0.4065608084201813,0.9116947650909424
0.3675631582736969,0.923434853553772,0.38991257548332214,0.9141764044761658
0.36851468682289124,0.922995388507843,0.34762662649154663,0.9283424615859985
0.3665507435798645,0.92286616563797,0.3930344879627228,0.9144865870475769
0.36394962668418884,0.9230988025665283,0.37427014112472534,0.9212077260017395
0.36298900842666626,0.9235899448394775,0.35172218084335327,0.9256539940834045
0.3624406158924103,0.9233314394950867,0.3629767894744873,0.9279288649559021
0.36182650923728943,0.924649715423584,0.4010954201221466,0.9126253724098206
0.3558027148246765,0.9266659617424011,0.3551713824272156,0.9317547082901001
0.35673296451568604,0.9239776730537415,0.3859773278236389,0.9208975434303284
0.3613731563091278,0.9255803227424622,0.35953569412231445,0.9289628863334656
