loss,accuracy,val_loss,val_accuracy
1.622944951057434,0.5326160192489624,0.7839731574058533,0.7232543230056763
0.5364109873771667,0.8230377435684204,0.45373424887657166,0.8404868841171265
0.24464599788188934,0.9195888042449951,0.15858063101768494,0.9513132572174072
0.1642521768808365,0.9435104131698608,0.4074118435382843,0.8632286787033081
0.12173948436975479,0.9594581723213196,0.16159464418888092,0.9455476999282837
0.06106529384851456,0.9816504716873169,0.0761389508843422,0.9772581458091736
0.09230171889066696,0.9713709354400635,0.04713110625743866,0.9843049049377441
0.07722678780555725,0.9754058718681335,0.3781417906284332,0.8837283849716187
0.08679672330617905,0.973196268081665,0.06314697861671448,0.9762972593307495
0.04358784109354019,0.9855893850326538,0.04928669333457947,0.9830237030982971
0.0544159933924675,0.9822269082069397,0.12231405079364777,0.9644458889961243
0.059348203241825104,0.9792487025260925,0.13158860802650452,0.9570788145065308
0.059957534074783325,0.9800173044204712,0.07201827317476273,0.9750159978866577
0.03149420768022537,0.9902968406677246,0.022156694903969765,0.9948750734329224
0.04740510880947113,0.9856854677200317,0.05748084560036659,0.9798206090927124
0.02598220482468605,0.9916418194770813,0.038659561425447464,0.9910314083099365
0.06292525678873062,0.980593740940094,0.11794380098581314,0.9650864601135254
0.04582697153091431,0.9861658215522766,0.014066528528928757,0.9955157041549683
0.028484826907515526,0.9900086522102356,0.0099635636433959,0.9971172213554382
0.027654575183987617,0.9906811118125916,0.014964939095079899,0.9935938715934753
0.026791797950863838,0.9918339848518372,0.05022145062685013,0.9833440184593201
0.05308525264263153,0.9822269082069397,0.08156758546829224,0.9724535346031189
0.031660016626119614,0.9902007579803467,0.016264665871858597,0.9951953887939453
0.038266777992248535,0.9877990484237671,0.2158396691083908,0.9349775910377502
0.03503556177020073,0.9883754253387451,0.008922543376684189,0.9980781674385071
0.028589649125933647,0.9903929233551025,0.006541520822793245,0.99839848279953
0.02325372025370598,0.9937554001808167,0.008149432018399239,0.9977578520774841
0.03421051800251007,0.9902968406677246,0.031235773116350174,0.9907110929489136
0.018132297322154045,0.9947161078453064,0.01695115864276886,0.9961563348770142
0.022816753014922142,0.9935632348060608,0.006190991494804621,0.9980781674385071
0.018005970865488052,0.9943318367004395,0.01548693049699068,0.9939141869544983
0.04125836119055748,0.9864540100097656,0.0319678820669651,0.9884689450263977
0.0335114486515522,0.9893361330032349,0.00432561943307519,0.998718798160553
0.0222226083278656,0.9932750463485718,0.006693840026855469,0.9977578520774841
0.007698316127061844,0.9968296885490417,0.000744288437999785,1.0
0.00808087270706892,0.9980785846710205,0.002033280674368143,1.0
0.022914577275514603,0.9930828809738159,0.030397655442357063,0.9900704622268677
0.041689932346343994,0.9852051138877869,0.009519590996205807,0.9967969059944153
0.026317976415157318,0.9912575483322144,0.003425179747864604,0.998718798160553
0.010671811178326607,0.9966375231742859,0.014232252724468708,0.9967969059944153
0.015033104456961155,0.9952925443649292,0.0068795024417340755,0.9980781674385071
0.012004131451249123,0.9952925443649292,0.0501549169421196,0.9820627570152283
0.020188765600323677,0.9934672117233276,0.008992752060294151,0.9974375367164612
0.032730452716350555,0.9886636734008789,0.005384847987443209,0.9990390539169312
0.01615457981824875,0.9939475655555725,0.0030401304829865694,0.9990390539169312
